,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
GDPCA,1109.448,1015.058,950.037,827.495,817.265,905.594,986.231,1113.291,1170.344,1131.564,1222.375,1330.151,1565.778,1861.5,2178.39,2351.627,2328.626,2058.375,2034.814,2118.512,2106.559,2289.546,2473.758,2574.898,2695.614,2680.023,2871.198,2932.388,2994.132,2971.951,3178.182,3259.971,3343.546,3548.409,3702.944,3916.28,4170.75,4445.853,4567.781,4792.315,4942.067,4951.262,5114.325,5383.282,5687.207,5656.465,5644.843,5948.995,6224.086,6568.608,6776.58,6759.181,6930.71,6805.758,7117.729,7632.812,7951.074,8226.392,8510.99,8866.498,9192.134,9365.494,9355.355,9684.892,9951.502,10352.432,10630.321,11031.35,11521.938,12038.283,12610.491,13130.987,13262.079,13493.064,13879.129,14406.382,14912.509,15338.257,15626.029,15604.687,15208.834,15598.753,15840.664,16197.007,16495.369,16912.038,17403.843,17688.89,18108.082,18638.164
